LATITUDE,LONGITUDE,VALUE,DATE(IST),AIR_TEMPERATURE,SOIL_TEMPERATURE,SOIL_MOISTURE,RAINFALL
23.915556,81.10306,0.56,22/6/2016,29.9,28.6,4.4,218.0
23.915556,81.10306,0.44,6/7/2016,25.05,0.0,0.0,218.0
23.915556,81.10306,0.28,22/7/2016,26.3,29.9,18.6,218.0
23.915556,81.10306,0.0,6/8/2016,26.1,29.4,17.3,218.0
23.915556,81.10306,0.45,22/8/2016,24.25,27.7,17.4,218.0
23.915556,81.10306,0.0,6/9/2016,25.45,28.4,15.8,220.0
23.915556,81.10306,0.0,22/9/2016,24.1,27.7,16.9,220.0
23.915556,81.10306,0.6,6/12/2016,23.75,16.7,25.8,222.0
23.915556,81.10306,0.61,22/12/2016,10.0,9.9,26.2,222.0
23.915556,81.10306,0.6,6/1/2017,4.65,13.0,26.0,222.0
23.915556,81.10306,0.57,22/1/2017,7.65,13.7,25.9,222.0
23.915556,81.10306,0.53,6/2/2017,10.6,14.6,23.9,0.0
23.915556,81.10306,0.55,22/2/2017,12.1,17.3,23.1,0.0
23.915556,81.10306,0.46,6/3/2017,10.95,18.1,22.8,0.0
23.915556,81.10306,0.45,22/3/2017,14.05,17.8,23.1,0.0
23.915556,81.10306,0.34,22/6/2017,34.9,31.7,4.3,0.0
27.2,77.45,0.25,22/6/2012,36.45,33.7,0.0,0.0
27.2,77.45,0.31,6/7/2012,29.1,27.0,0.0,0.0
27.2,77.45,0.1,6/8/2012,31.5,26.3,51.0,0.0
27.2,77.45,0.54,22/8/2012,27.7,25.5,0.0,0.0
27.2,77.45,0.52,22/9/2012,28.15,22.7,36.0,0.0
27.2,77.45,0.49,6/10/2012,35.35,25.2,0.0,0.0
27.2,77.45,0.32,6/4/2013,30.9,23.3,0.0,0.0
27.2,77.45,0.32,22/4/2013,26.55,25.9,0.0,0.0
27.2,77.45,0.27,6/5/2013,41.25,36.8,0.0,0.0
27.2,77.45,0.27,22/5/2013,41.6,34.1,0.0,0.0
27.2,77.45,0.26,22/6/2013,40.1,37.4,0.0,0.0
27.2,77.45,0.45,6/12/2013,23.1,15.1,0.0,0.0
27.2,77.45,0.53,22/2/2014,13.55,22.5,0.0,0.0
27.2,77.45,0.52,6/3/2014,16.6,25.5,0.0,0.0
27.2,77.45,0.46,22/3/2014,21.9,27.3,0.0,0.0
27.2,77.45,0.35,6/4/2014,26.5,30.7,0.0,0.0
27.2,77.45,0.29,6/5/2014,28.05,24.7,0.0,0.0
27.2,77.45,0.28,22/5/2014,30.9,28.5,0.0,0.0
27.2,77.45,0.28,6/6/2014,34.25,33.8,0.0,0.0
27.2,77.45,0.34,22/6/2014,35.15,28.7,0.0,0.0
27.2,77.45,0.46,6/7/2014,29.6,24.0,0.0,0.0
27.2,77.45,0.54,22/7/2014,28.65,23.5,98.0,0.0
27.2,77.45,0.42,6/8/2014,27.25,21.6,31.0,0.0
27.2,77.45,0.54,22/8/2014,27.55,24.9,0.0,0.0
27.2,77.45,0.52,6/9/2014,26.9,20.5,69.0,0.0
27.2,77.45,0.56,22/9/2014,27.85,22.1,0.0,0.0
27.2,77.45,0.4,6/10/2014,25.35,22.6,0.0,0.0
27.2,77.45,0.36,22/10/2014,22.25,18.8,0.0,0.0
27.2,77.45,0.34,6/11/2014,18.65,16.2,0.0,0.0
27.2,77.45,0.36,22/11/2014,14.7,12.2,0.0,0.0
27.2,77.45,0.35,6/12/2014,14.5,11.1,0.0,0.0
27.2,77.45,0.45,22/12/2014,8.25,6.3,0.0,0.0
27.2,77.45,0.51,6/1/2015,11.55,7.1,0.0,0.0
27.2,77.45,0.41,22/1/2015,12.65,8.0,0.0,0.0
27.2,77.45,0.66,6/2/2015,9.8,7.8,0.0,0.0
27.2,77.45,0.62,22/2/2015,18.25,14.3,0.0,0.0
27.2,77.45,0.44,6/3/2015,11.7,7.7,6.9,20.0
27.2,77.45,0.52,22/3/2015,17.6,7.7,6.9,46.0
27.2,77.45,0.37,6/4/2015,17.7,4.9,4.4,60.0
27.2,77.45,0.28,22/4/2015,31.35,4.4,3.9,64.0
27.2,77.45,0.28,6/5/2015,23.75,3.9,3.5,64.0
27.2,77.45,0.29,22/5/2015,28.45,4.2,3.8,70.0
27.2,77.45,0.25,6/6/2015,26.0,3.9,3.5,70.0
27.2,77.45,0.31,22/6/2015,26.3,7.2,6.5,100.0
27.2,77.45,0.47,6/7/2015,27.3,9.0,8.0,192.0
27.2,77.45,0.36,22/7/2015,24.3,9.2,8.2,192.0
27.2,77.45,0.54,6/8/2015,24.5,7.0,6.3,192.0
27.2,77.45,0.59,22/8/2015,22.45,10.1,9.0,192.0
27.2,77.45,0.52,6/9/2015,28.05,32.6,7.0,33.0
27.2,77.45,0.44,22/9/2015,26.35,29.9,14.3,71.0
27.2,77.45,0.39,6/10/2015,25.25,29.7,9.5,72.0
27.2,77.45,0.34,22/10/2015,26.15,29.6,7.8,72.0
27.2,77.45,0.31,6/11/2015,22.1,24.5,8.3,91.0
27.2,77.45,0.35,22/11/2015,16.1,20.4,16.9,91.0
27.2,77.45,0.42,6/12/2015,15.65,18.6,10.3,91.0
27.2,77.45,0.5,22/12/2015,9.4,13.8,8.1,91.0
27.2,77.45,0.52,6/1/2016,15.35,16.7,9.5,91.0
27.2,77.45,0.64,22/1/2016,4.85,13.4,8.3,91.0
27.2,77.45,0.32,22/3/2016,22.8,26.7,10.3,94.0
27.2,77.45,0.28,6/4/2016,28.65,31.7,9.1,0.0
25.979166,85.66639,0.38,6/4/2012,-39.1,-40.0,0.0,0.0
25.979166,85.66639,0.39,22/4/2012,-39.1,-40.0,0.0,0.0
25.979166,85.66639,0.32,6/5/2012,-38.9,-40.0,0.0,0.0
25.979166,85.66639,0.4,22/5/2012,30.85,-40.0,0.0,0.0
25.979166,85.66639,0.38,6/6/2012,28.05,-40.0,0.0,0.0
25.979166,85.66639,0.0,22/6/2012,-36.85,-40.0,0.0,0.0
25.979166,85.66639,0.47,22/7/2012,-34.75,-40.0,0.0,0.0
25.979166,85.66639,0.0,6/8/2012,-35.35,-40.0,0.0,0.0
25.979166,85.66639,0.66,22/8/2012,-34.75,-40.0,0.0,0.0
25.979166,85.66639,0.0,6/9/2012,-36.6,-40.0,0.0,0.0
25.979166,85.66639,0.53,22/9/2012,-32.2,-40.0,0.0,0.0
25.979166,85.66639,0.59,6/10/2012,-35.1,-40.0,0.0,0.0
25.979166,85.66639,0.53,22/10/2012,-34.15,-40.0,0.0,0.0
25.979166,85.66639,0.0,6/12/2012,-37.55,-40.0,0.0,0.0
25.979166,85.66639,0.44,22/1/2013,-31.8,-40.0,0.0,0.0
25.979166,85.66639,0.66,6/2/2013,-33.05,-40.0,0.0,0.0
25.979166,85.66639,0.68,22/2/2013,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.6,22/3/2013,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.45,6/4/2013,-35.45,-40.0,0.0,0.0
25.979166,85.66639,0.22,22/5/2013,-35.45,-40.0,0.0,0.0
25.979166,85.66639,0.39,22/6/2013,-35.3,-40.0,0.0,0.0
25.979166,85.66639,0.51,22/9/2013,-35.15,-40.0,0.0,0.0
25.979166,85.66639,0.56,22/2/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.6,6/3/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.55,22/3/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.44,6/4/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.37,6/5/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.32,22/5/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.37,6/6/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.41,22/6/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.42,6/7/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.41,22/7/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.36,6/8/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.41,22/8/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.45,6/9/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.56,22/9/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.49,6/10/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.62,22/10/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.34,6/11/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.3,22/11/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.28,6/12/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.42,22/12/2014,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.63,6/1/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.59,22/1/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.65,6/2/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.44,22/2/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.66,6/3/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.5,22/3/2015,-40.0,-40.0,0.0,0.0
25.979166,85.66639,0.57,6/3/2016,20.65,22.8,6.1,0.0
25.979166,85.66639,0.53,22/3/2016,22.3,22.4,11.5,0.0
25.979166,85.66639,0.41,22/5/2016,32.9,32.6,13.2,16.0
25.979166,85.66639,0.37,6/6/2016,31.55,31.4,7.8,25.0
25.979166,85.66639,0.34,22/6/2016,25.2,27.9,15.9,0.0
25.979166,85.66639,0.46,6/7/2016,27.5,28.4,17.6,0.0
25.979166,85.66639,0.38,22/7/2016,27.8,29.7,20.7,4.0
25.979166,85.66639,0.47,6/8/2016,29.95,30.6,19.5,5.0
25.979166,85.66639,0.56,22/8/2016,27.75,31.2,20.4,14.0
25.979166,85.66639,0.0,6/9/2016,27.6,30.6,18.8,14.0
25.979166,85.66639,0.56,22/9/2016,25.95,28.4,21.2,14.0
25.979166,85.66639,0.26,6/12/2016,22.35,20.9,17.9,18.0
25.979166,85.66639,0.36,22/12/2016,13.2,15.9,18.0,18.0
25.979166,85.66639,0.26,6/1/2017,13.35,16.2,18.1,20.0
25.979166,85.66639,0.48,22/1/2017,9.8,13.0,17.8,20.0
25.979166,85.66639,0.66,6/2/2017,11.65,15.9,17.5,20.0
25.979166,85.66639,0.59,22/2/2017,16.2,19.6,17.1,20.0
25.979166,85.66639,0.55,6/3/2017,14.45,20.6,16.4,20.0
25.979166,85.66639,0.42,22/3/2017,19.8,22.6,16.3,20.0
25.979166,85.66639,0.37,6/4/2017,23.7,26.4,14.5,20.0
25.979166,85.66639,0.34,22/4/2017,25.35,0.0,0.0,20.0
25.979166,85.66639,0.39,6/5/2017,27.45,0.0,0.0,24.0
25.979166,85.66639,0.44,22/5/2017,34.1,0.0,0.0,25.0
19.717222,85.194725,0.0,22/6/2012,25.85,27.4,0.0,0.0
19.717222,85.194725,0.12,6/7/2012,27.05,29.5,0.0,0.0
19.717222,85.194725,0.04,22/7/2012,26.15,27.6,0.0,0.0
19.717222,85.194725,0.05,6/8/2012,27.4,27.3,0.0,0.0
19.717222,85.194725,0.49,22/8/2012,28.3,28.5,0.0,0.0
19.717222,85.194725,0.19,6/9/2012,-40.0,28.2,0.0,0.0
19.717222,85.194725,0.47,22/9/2012,-40.0,28.7,0.0,0.0
19.717222,85.194725,0.38,6/10/2012,-40.0,27.9,0.0,0.0
19.717222,85.194725,0.49,22/10/2012,34.3,25.6,0.0,0.0
19.717222,85.194725,0.24,6/11/2012,-40.0,25.0,0.0,0.0
19.717222,85.194725,0.42,6/12/2012,16.45,20.2,0.0,0.0
19.717222,85.194725,0.1,22/1/2013,20.0,19.3,0.0,0.0
19.717222,85.194725,0.32,6/2/2013,17.4,18.1,0.0,0.0
19.717222,85.194725,0.43,22/2/2013,19.35,19.0,0.0,0.0
19.717222,85.194725,0.42,6/3/2013,21.8,20.6,0.0,0.0
19.717222,85.194725,0.37,22/3/2013,25.15,24.3,0.0,0.0
19.717222,85.194725,0.35,6/4/2013,23.7,23.6,0.0,0.0
19.717222,85.194725,0.4,22/4/2013,21.15,21.6,0.0,0.0
19.717222,85.194725,0.41,6/5/2013,28.6,28.8,0.0,0.0
19.717222,85.194725,0.31,22/5/2013,29.65,30.3,0.0,0.0
19.717222,85.194725,0.34,6/6/2013,28.7,29.6,0.0,0.0
19.717222,85.194725,0.44,22/6/2013,27.5,28.7,0.0,0.0
19.717222,85.194725,0.0,22/7/2013,26.4,28.3,0.0,0.0
19.717222,85.194725,0.64,22/9/2013,30.75,33.0,0.0,0.0
19.717222,85.194725,0.63,6/10/2013,31.65,34.8,0.0,0.0
19.717222,85.194725,0.62,22/10/2013,25.0,26.1,0.0,0.0
19.717222,85.194725,0.3,6/1/2014,-39.15,18.1,0.0,0.0
19.717222,85.194725,0.44,22/2/2014,18.6,13.1,0.0,0.0
19.717222,85.194725,0.5,6/3/2014,20.5,15.1,0.0,0.0
19.717222,85.194725,0.45,22/3/2014,26.0,21.2,0.0,0.0
19.717222,85.194725,0.37,6/4/2014,25.75,19.3,0.0,0.0
19.717222,85.194725,0.37,6/5/2014,27.25,20.8,0.0,0.0
19.717222,85.194725,0.34,22/5/2014,29.05,22.8,0.0,0.0
19.717222,85.194725,0.48,6/6/2014,29.85,26.3,0.0,0.0
19.717222,85.194725,0.38,22/6/2014,29.15,25.5,0.0,0.0
19.717222,85.194725,0.36,6/7/2014,27.75,23.6,0.0,0.0
19.717222,85.194725,0.26,22/7/2014,24.8,21.4,0.0,0.0
19.717222,85.194725,0.0,6/8/2014,28.2,22.9,0.0,0.0
19.717222,85.194725,0.4,22/8/2014,27.05,25.4,0.0,0.0
19.717222,85.194725,0.63,6/9/2014,25.05,21.6,0.0,0.0
19.717222,85.194725,0.67,22/9/2014,26.65,23.1,0.0,0.0
19.717222,85.194725,0.71,6/10/2014,25.65,23.3,0.0,0.0
19.717222,85.194725,0.65,22/10/2014,23.55,22.4,0.0,0.0
