LATITUDE,LONGITUDE,DATE(IST),AIR_TEMPERATURE,SOIL_TEMPERATURE,SOIL_MOISTURE,RAINFALL
21.499166,70.44334,3/7/2017,31.45,30.3,17.2,2052.0
21.499166,70.44334,4/7/2017,28.55,31.1,16.9,2058.0
21.499166,70.44334,5/7/2017,32.8,30.9,16.5,2164.0
21.499166,70.44334,6/7/2017,34.6,31.5,16.5,2186.0
21.499166,70.44334,7/7/2017,33.4,31.7,16.3,2298.0
21.499166,70.44334,8/7/2017,30.85,31.7,16.0,2391.0
21.499166,70.44334,9/7/2017,27.55,31.8,16.9,2477.0
21.499166,70.44334,10/7/2017,32.55,30.9,18.0,3006.0
21.499166,70.44334,11/7/2017,27.9,31.6,17.3,3159.0
21.499166,70.44334,12/7/2017,31.4,30.8,16.6,3626.0
21.499166,70.44334,13/7/2017,31.25,30.3,16.3,3664.0
21.499166,70.44334,14/7/2017,29.3,29.7,16.0,4074.0
21.499166,70.44334,15/7/2017,26.05,29.4,15.8,4628.0
21.499166,70.44334,16/7/2017,28.05,28.8,16.1,4608.0
21.499166,70.44334,17/7/2017,28.25,29.0,17.7,4608.0
21.499166,70.44334,18/7/2017,28.1,28.8,17.3,4608.0
21.499166,70.44334,19/7/2017,27.1,29.6,17.8,4608.0
21.499166,70.44334,20/7/2017,33.45,30.0,17.7,4608.0
21.499166,70.44334,21/7/2017,31.15,29.6,17.9,4608.0
21.499166,70.44334,22/7/2017,26.05,28.1,19.1,4608.0
21.499166,70.44334,23/7/2017,28.95,28.5,18.0,5257.0
21.499166,70.44334,24/7/2017,28.85,28.4,17.6,5121.0
21.499166,70.44334,25/7/2017,27.3,28.5,17.5,5500.0
21.499166,70.44334,26/7/2017,27.2,28.6,17.3,5172.0
21.499166,70.44334,27/7/2017,28.15,28.2,17.6,5174.0
21.499166,70.44334,28/7/2017,27.5,28.2,18.1,9216.0
21.499166,70.44334,29/7/2017,26.4,28.2,18.1,9216.0
21.499166,70.44334,30/7/2017,26.75,28.8,17.5,9218.0
21.499166,70.44334,31/7/2017,26.0,28.6,17.4,9216.0
21.499166,70.44334,1/8/2017,28.25,28.3,17.1,9216.0
21.499166,70.44334,2/8/2017,26.65,28.3,17.0,9216.0
21.499166,70.44334,3/8/2017,26.95,28.6,17.1,9216.0
21.499166,70.44334,4/8/2017,30.4,28.6,16.7,9216.0
21.499166,70.44334,5/8/2017,27.1,29.2,16.7,9216.0
21.499166,70.44334,6/8/2017,27.25,29.4,16.5,9216.0
21.499166,70.44334,7/8/2017,33.35,30.1,16.1,9216.0
21.499166,70.44334,8/8/2017,31.6,29.4,15.9,9216.0
21.499166,70.44334,9/8/2017,30.1,29.0,15.7,9216.0
21.499166,70.44334,10/8/2017,25.85,29.2,16.5,9216.0
21.499166,70.44334,11/8/2017,26.05,29.1,16.9,10427.0
21.499166,70.44334,12/8/2017,26.9,28.8,16.9,10795.0
21.499166,70.44334,13/8/2017,26.4,28.6,17.2,10752.0
21.499166,70.44334,14/8/2017,27.1,28.2,17.0,10752.0
21.499166,70.44334,15/8/2017,26.4,28.5,16.8,10752.0
21.499166,70.44334,16/8/2017,26.1,29.0,16.4,10752.0
21.499166,70.44334,17/8/2017,26.3,29.1,16.0,10752.0
8.298055999999999,77.55583,1/4/2012,32.55,29.0,0.0,0.0
8.298055999999999,77.55583,2/4/2012,-40.0,29.7,0.0,0.0
8.298055999999999,77.55583,4/4/2012,-39.1,30.5,0.0,0.0
8.298055999999999,77.55583,5/4/2012,-40.0,32.5,0.0,0.0
8.298055999999999,77.55583,7/4/2012,-40.0,31.6,0.0,0.0
8.298055999999999,77.55583,8/4/2012,-40.0,31.1,0.0,0.0
8.298055999999999,77.55583,9/4/2012,34.4,32.1,0.0,0.0
8.298055999999999,77.55583,10/4/2012,-40.0,31.0,0.0,0.0
8.298055999999999,77.55583,12/4/2012,34.25,31.9,0.0,0.0
8.298055999999999,77.55583,13/4/2012,35.6,33.0,0.0,0.0
8.298055999999999,77.55583,14/4/2012,33.05,30.0,0.0,0.0
8.298055999999999,77.55583,16/4/2012,-39.1,29.8,0.0,0.0
8.298055999999999,77.55583,17/4/2012,34.3,31.3,0.0,0.0
8.298055999999999,77.55583,21/4/2012,31.75,29.6,0.0,0.0
8.298055999999999,77.55583,22/4/2012,34.45,32.2,0.0,0.0
8.298055999999999,77.55583,29/5/2012,31.65,33.2,0.0,0.0
8.298055999999999,77.55583,12/6/2012,31.2,32.8,0.0,0.0
8.298055999999999,77.55583,13/6/2012,29.6,33.1,0.0,0.0
8.298055999999999,77.55583,17/6/2012,-40.0,31.9,0.0,0.0
8.298055999999999,77.55583,18/6/2012,-40.0,31.4,0.0,0.0
8.298055999999999,77.55583,19/6/2012,-39.1,31.3,0.0,0.0
8.298055999999999,77.55583,28/6/2012,-39.15,32.9,0.0,0.0
8.298055999999999,77.55583,8/7/2012,31.75,32.7,0.0,0.0
8.298055999999999,77.55583,9/7/2012,30.2,30.6,0.0,0.0
8.298055999999999,77.55583,10/7/2012,30.7,27.4,91.0,0.0
8.298055999999999,77.55583,11/7/2012,-40.0,26.7,48.0,0.0
8.298055999999999,77.55583,12/7/2012,33.2,29.1,0.0,0.0
8.298055999999999,77.55583,13/7/2012,31.35,29.3,0.0,0.0
8.298055999999999,77.55583,15/7/2012,-40.0,30.4,0.0,0.0
8.298055999999999,77.55583,20/7/2012,-39.1,31.3,0.0,0.0
8.298055999999999,77.55583,21/7/2012,-40.0,29.6,0.0,0.0
8.298055999999999,77.55583,22/7/2012,29.95,30.0,0.0,0.0
8.298055999999999,77.55583,23/7/2012,-39.1,35.0,0.0,0.0
8.298055999999999,77.55583,24/7/2012,29.45,30.2,0.0,0.0
8.298055999999999,77.55583,25/7/2012,-40.0,28.9,90.0,0.0
8.298055999999999,77.55583,26/7/2012,-40.0,29.2,0.0,0.0
8.298055999999999,77.55583,27/7/2012,29.45,30.6,0.0,0.0
8.298055999999999,77.55583,29/7/2012,31.1,31.6,0.0,0.0
8.298055999999999,77.55583,7/8/2012,29.95,28.0,0.0,0.0
8.298055999999999,77.55583,18/8/2012,32.55,31.0,0.0,0.0
8.298055999999999,77.55583,19/8/2012,30.65,28.6,0.0,0.0
8.298055999999999,77.55583,27/8/2012,31.15,32.6,0.0,0.0
8.298055999999999,77.55583,6/9/2012,-39.05,34.4,0.0,0.0
8.298055999999999,77.55583,8/9/2012,34.15,34.1,0.0,0.0
8.298055999999999,77.55583,9/9/2012,33.1,37.3,0.0,0.0
8.298055999999999,77.55583,10/9/2012,31.0,32.5,0.0,0.0
8.298055999999999,77.55583,11/9/2012,32.95,35.0,0.0,0.0
8.298055999999999,77.55583,13/9/2012,-40.0,34.7,0.0,0.0
8.298055999999999,77.55583,15/9/2012,31.85,35.9,0.0,0.0
8.298055999999999,77.55583,16/9/2012,32.5,33.5,0.0,0.0
8.298055999999999,77.55583,17/9/2012,34.35,33.5,0.0,0.0
8.298055999999999,77.55583,18/9/2012,33.6,33.8,0.0,0.0
8.298055999999999,77.55583,19/9/2012,-40.0,30.1,0.0,0.0
8.298055999999999,77.55583,20/9/2012,-40.0,37.0,0.0,0.0
8.298055999999999,77.55583,21/9/2012,-39.15,40.4,0.0,0.0
8.298055999999999,77.55583,22/9/2012,33.4,36.4,0.0,0.0
8.298055999999999,77.55583,23/9/2012,33.0,33.9,0.0,0.0
8.298055999999999,77.55583,24/9/2012,-39.1,40.1,0.0,0.0
8.298055999999999,77.55583,28/9/2012,-40.0,40.5,0.0,0.0
8.298055999999999,77.55583,1/10/2012,-39.2,35.0,0.0,0.0
8.298055999999999,77.55583,2/10/2012,33.7,38.0,0.0,0.0
8.298055999999999,77.55583,3/10/2012,33.4,36.9,0.0,0.0
8.298055999999999,77.55583,6/10/2012,36.35,43.0,0.0,0.0
8.298055999999999,77.55583,7/10/2012,35.25,38.5,0.0,0.0
8.298055999999999,77.55583,26/10/2012,30.75,32.5,0.0,0.0
8.298055999999999,77.55583,8/11/2012,29.75,28.7,0.0,0.0
8.298055999999999,77.55583,12/11/2012,29.35,30.6,0.0,0.0
8.298055999999999,77.55583,27/1/2013,-40.0,32.5,0.0,0.0
8.298055999999999,77.55583,1/2/2013,-40.0,31.6,0.0,0.0
8.298055999999999,77.55583,3/2/2013,27.35,27.2,0.0,0.0
8.298055999999999,77.55583,24/3/2015,34.8,0.0,0.0,0.0
8.298055999999999,77.55583,25/3/2015,25.25,32.9,4.0,0.0
8.298055999999999,77.55583,26/3/2015,24.9,32.1,4.1,0.0
8.298055999999999,77.55583,27/3/2015,28.3,32.9,4.1,0.0
8.298055999999999,77.55583,28/3/2015,27.75,33.4,4.1,0.0
8.298055999999999,77.55583,29/3/2015,27.95,32.9,4.0,0.0
8.298055999999999,77.55583,30/3/2015,24.95,34.3,4.1,0.0
8.298055999999999,77.55583,31/3/2015,23.3,34.7,4.2,0.0
8.298055999999999,77.55583,1/4/2015,24.1,34.5,4.2,0.0
8.298055999999999,77.55583,2/4/2015,25.15,35.0,4.2,0.0
8.298055999999999,77.55583,3/4/2015,24.6,32.6,4.1,0.0
8.298055999999999,77.55583,4/4/2015,29.4,33.7,4.2,0.0
8.298055999999999,77.55583,5/4/2015,22.85,34.3,4.2,0.0
8.298055999999999,77.55583,6/4/2015,27.2,35.3,4.2,0.0
8.298055999999999,77.55583,7/4/2015,28.9,35.3,4.2,0.0
8.298055999999999,77.55583,8/4/2015,28.45,35.7,4.3,0.0
8.298055999999999,77.55583,9/4/2015,25.25,31.9,4.0,0.0
8.298055999999999,77.55583,10/4/2015,25.9,33.1,4.0,0.0
8.298055999999999,77.55583,11/4/2015,24.05,31.2,4.0,0.0
8.298055999999999,77.55583,12/4/2015,23.65,33.2,4.1,0.0
8.298055999999999,77.55583,13/4/2015,26.25,32.6,4.2,0.0
8.298055999999999,77.55583,14/4/2015,23.6,32.2,4.2,0.0
8.298055999999999,77.55583,15/4/2015,29.1,32.6,4.1,0.0
8.298055999999999,77.55583,16/4/2015,29.05,29.7,6.4,0.0
8.298055999999999,77.55583,22/4/2015,34.65,31.0,7.5,0.0
8.298055999999999,77.55583,23/4/2015,27.2,33.2,7.5,0.0
8.298055999999999,77.55583,24/4/2015,28.55,34.7,7.2,0.0
8.298055999999999,77.55583,25/4/2015,25.35,33.1,8.4,0.0
8.298055999999999,77.55583,26/4/2015,22.15,30.0,8.5,0.0
8.298055999999999,77.55583,27/4/2015,23.45,30.8,8.6,0.0
8.298055999999999,77.55583,28/4/2015,26.55,31.1,8.3,0.0
8.298055999999999,77.55583,29/4/2015,24.35,32.3,8.1,0.0
8.298055999999999,77.55583,30/4/2015,28.9,33.8,7.7,0.0
8.298055999999999,77.55583,1/5/2015,29.25,35.0,7.4,0.0
8.298055999999999,77.55583,2/5/2015,28.8,35.7,6.8,0.0
8.298055999999999,77.55583,3/5/2015,29.5,36.0,5.8,0.0
8.298055999999999,77.55583,4/5/2015,28.8,36.7,5.0,0.0
8.298055999999999,77.55583,5/5/2015,24.15,34.5,4.6,0.0
8.298055999999999,77.55583,6/5/2015,25.75,34.7,4.6,0.0
8.298055999999999,77.55583,7/5/2015,29.5,35.7,4.5,0.0
8.298055999999999,77.55583,8/5/2015,29.35,35.6,4.5,0.0
8.298055999999999,77.55583,9/5/2015,24.45,35.1,4.3,0.0
8.298055999999999,77.55583,10/5/2015,27.65,35.5,4.4,0.0
8.298055999999999,77.55583,11/5/2015,25.8,34.1,4.4,0.0
8.298055999999999,77.55583,12/5/2015,29.2,31.8,4.2,0.0
8.298055999999999,77.55583,13/5/2015,24.85,31.8,4.2,0.0
8.298055999999999,77.55583,14/5/2015,27.5,29.3,4.5,0.0
8.298055999999999,77.55583,15/5/2015,25.25,30.9,4.9,0.0
8.298055999999999,77.55583,16/5/2015,28.1,31.0,4.8,0.0
8.298055999999999,77.55583,17/5/2015,25.35,29.6,8.9,0.0
8.298055999999999,77.55583,18/5/2015,27.25,27.9,9.6,0.0
8.298055999999999,77.55583,19/5/2015,27.15,29.2,8.7,0.0
8.298055999999999,77.55583,20/5/2015,29.2,28.1,9.6,0.0
8.298055999999999,77.55583,21/5/2015,28.75,30.5,8.3,0.0
8.298055999999999,77.55583,22/5/2015,29.2,32.3,7.6,0.0
8.298055999999999,77.55583,23/5/2015,28.6,33.1,5.9,0.0
8.298055999999999,77.55583,24/5/2015,29.3,33.3,5.1,0.0
8.298055999999999,77.55583,25/5/2015,28.25,33.7,4.9,0.0
8.298055999999999,77.55583,26/5/2015,29.95,33.0,4.7,0.0
8.298055999999999,77.55583,27/5/2015,29.35,34.4,4.7,0.0
8.298055999999999,77.55583,28/5/2015,29.4,35.0,4.7,0.0
8.298055999999999,77.55583,29/5/2015,30.4,35.0,4.6,0.0
8.298055999999999,77.55583,30/5/2015,31.55,35.3,4.6,0.0
8.298055999999999,77.55583,31/5/2015,29.55,35.7,4.6,0.0
8.298055999999999,77.55583,1/6/2015,28.5,35.1,4.6,0.0
8.298055999999999,77.55583,2/6/2015,31.5,33.6,4.5,0.0
8.298055999999999,77.55583,3/6/2015,29.4,35.3,4.6,0.0
8.298055999999999,77.55583,4/6/2015,28.45,35.6,4.5,0.0
8.298055999999999,77.55583,5/6/2015,28.8,35.4,4.5,0.0
8.298055999999999,77.55583,6/6/2015,29.7,35.3,4.5,0.0
8.298055999999999,77.55583,7/6/2015,28.7,36.1,4.5,0.0
8.298055999999999,77.55583,8/6/2015,27.6,35.6,4.4,0.0
8.298055999999999,77.55583,9/6/2015,27.75,34.1,4.4,0.0
8.298055999999999,77.55583,10/6/2015,28.8,35.4,4.5,0.0
8.298055999999999,77.55583,11/6/2015,29.6,36.3,4.5,0.0
8.298055999999999,77.55583,12/6/2015,29.25,36.2,4.5,0.0
8.298055999999999,77.55583,13/6/2015,28.75,36.3,4.5,0.0
8.298055999999999,77.55583,14/6/2015,25.7,36.6,4.4,0.0
8.298055999999999,77.55583,15/6/2015,28.55,36.0,4.5,0.0
8.298055999999999,77.55583,16/6/2015,28.5,35.6,4.4,0.0
8.298055999999999,77.55583,17/6/2015,28.85,34.8,4.4,0.0
8.298055999999999,77.55583,18/6/2015,27.9,33.8,4.4,0.0
8.298055999999999,77.55583,19/6/2015,27.9,31.8,4.2,0.0
8.298055999999999,77.55583,20/6/2015,27.05,30.0,8.7,0.0
8.298055999999999,77.55583,21/6/2015,26.45,30.1,8.6,0.0
8.298055999999999,77.55583,22/6/2015,26.35,29.4,10.9,0.0
8.298055999999999,77.55583,23/6/2015,21.7,29.3,10.1,0.0
8.298055999999999,77.55583,24/6/2015,27.9,30.0,9.5,0.0
8.298055999999999,77.55583,25/6/2015,26.45,29.6,9.9,0.0
8.298055999999999,77.55583,26/6/2015,26.0,29.4,11.4,0.0
8.298055999999999,77.55583,27/6/2015,30.0,28.4,10.1,0.0
8.298055999999999,77.55583,28/6/2015,20.8,26.9,10.2,0.0
8.298055999999999,77.55583,29/6/2015,29.55,27.7,8.6,0.0
8.298055999999999,77.55583,30/6/2015,28.3,28.3,8.2,0.0
8.298055999999999,77.55583,1/7/2015,28.3,29.2,7.3,0.0
8.298055999999999,77.55583,2/7/2015,29.1,29.5,6.3,0.0
8.298055999999999,77.55583,3/7/2015,31.45,30.6,5.1,0.0
8.298055999999999,77.55583,4/7/2015,28.55,31.5,5.0,0.0
8.298055999999999,77.55583,5/7/2015,29.6,32.0,4.9,0.0
8.298055999999999,77.55583,6/7/2015,27.8,32.2,4.8,0.0
8.298055999999999,77.55583,8/7/2015,31.25,31.2,4.7,0.0
8.298055999999999,77.55583,9/7/2015,27.75,31.9,4.7,0.0
8.298055999999999,77.55583,10/7/2015,27.95,32.5,4.7,0.0
8.298055999999999,77.55583,11/7/2015,28.25,31.4,4.5,0.0
8.298055999999999,77.55583,12/7/2015,28.05,30.6,4.6,0.0
8.298055999999999,77.55583,14/7/2015,29.25,32.3,4.7,0.0
8.298055999999999,77.55583,15/7/2015,29.0,32.8,4.7,0.0
8.298055999999999,77.55583,17/7/2015,19.8,31.6,4.5,0.0
8.298055999999999,77.55583,18/7/2015,27.75,29.9,4.5,0.0
8.298055999999999,77.55583,19/7/2015,25.2,29.6,4.5,0.0
8.298055999999999,77.55583,21/7/2015,24.7,29.6,4.5,0.0
8.298055999999999,77.55583,22/7/2015,22.75,30.8,4.6,0.0
8.298055999999999,77.55583,23/7/2015,29.5,31.1,4.6,0.0
8.298055999999999,77.55583,24/7/2015,25.65,31.1,4.5,0.0
8.298055999999999,77.55583,25/7/2015,31.0,30.7,4.6,0.0
8.298055999999999,77.55583,26/7/2015,28.9,32.5,4.6,0.0
8.298055999999999,77.55583,27/7/2015,31.05,32.9,4.6,0.0
8.298055999999999,77.55583,28/7/2015,29.15,33.2,4.6,0.0
8.298055999999999,77.55583,29/7/2015,24.9,33.9,4.6,0.0
8.298055999999999,77.55583,3/8/2015,27.25,35.0,4.5,0.0
8.298055999999999,77.55583,4/8/2015,28.4,35.5,4.5,0.0
8.298055999999999,77.55583,5/8/2015,27.7,35.7,4.5,0.0
8.298055999999999,77.55583,6/8/2015,29.55,34.3,4.5,0.0
8.298055999999999,77.55583,7/8/2015,27.45,35.1,4.5,0.0
8.298055999999999,77.55583,8/8/2015,22.7,35.7,4.5,0.0
8.298055999999999,77.55583,9/8/2015,28.85,35.4,4.5,0.0
8.298055999999999,77.55583,10/8/2015,27.7,34.1,4.5,0.0
8.298055999999999,77.55583,11/8/2015,28.1,33.3,4.4,0.0
8.298055999999999,77.55583,12/8/2015,28.05,34.2,4.4,0.0
8.298055999999999,77.55583,13/8/2015,27.65,34.6,4.5,0.0
8.298055999999999,77.55583,14/8/2015,29.25,34.1,4.4,0.0
8.298055999999999,77.55583,15/8/2015,28.95,35.3,4.5,0.0
8.298055999999999,77.55583,16/8/2015,27.8,35.1,4.5,0.0
8.298055999999999,77.55583,17/8/2015,23.5,32.7,8.9,0.0
8.298055999999999,77.55583,18/8/2015,22.45,32.3,9.0,0.0
8.298055999999999,77.55583,19/8/2015,26.7,32.2,8.0,0.0
8.298055999999999,77.55583,20/8/2015,29.9,33.2,7.3,0.0
8.298055999999999,77.55583,21/8/2015,25.05,33.0,6.2,0.0
8.298055999999999,77.55583,22/8/2015,27.95,32.6,5.3,0.0
8.298055999999999,77.55583,23/8/2015,22.6,32.7,4.8,0.0
8.298055999999999,77.55583,24/8/2015,27.5,32.9,4.6,0.0
8.298055999999999,77.55583,25/8/2015,28.05,33.7,4.6,0.0
8.298055999999999,77.55583,26/8/2015,29.75,34.7,4.6,0.0
8.298055999999999,77.55583,27/8/2015,28.35,34.8,4.6,0.0
8.298055999999999,77.55583,28/8/2015,28.1,34.6,4.5,0.0
8.298055999999999,77.55583,29/8/2015,27.95,35.3,4.5,0.0
8.298055999999999,77.55583,30/8/2015,29.6,35.6,4.5,0.0
8.298055999999999,77.55583,31/8/2015,27.8,35.7,4.5,0.0
8.298055999999999,77.55583,1/9/2015,29.5,36.1,4.5,0.0
8.298055999999999,77.55583,2/9/2015,29.15,36.2,4.5,0.0
8.298055999999999,77.55583,3/9/2015,27.55,36.3,4.5,0.0
8.298055999999999,77.55583,4/9/2015,28.3,36.2,4.5,0.0
8.298055999999999,77.55583,5/9/2015,28.85,34.4,4.4,0.0
8.298055999999999,77.55583,6/9/2015,25.1,35.0,4.4,0.0
8.298055999999999,77.55583,7/9/2015,25.1,33.7,4.4,0.0
8.298055999999999,77.55583,8/9/2015,29.85,33.5,4.4,0.0
8.298055999999999,77.55583,9/9/2015,31.5,33.1,4.3,0.0
8.298055999999999,77.55583,10/9/2015,27.6,29.2,7.5,0.0
8.298055999999999,77.55583,11/9/2015,25.55,29.6,7.7,0.0
8.298055999999999,77.55583,12/9/2015,28.95,29.6,6.8,0.0
8.298055999999999,77.55583,13/9/2015,27.15,29.6,6.6,0.0
8.298055999999999,77.55583,14/9/2015,23.05,30.1,5.7,0.0
8.298055999999999,77.55583,15/9/2015,28.9,30.8,4.8,0.0
8.298055999999999,77.55583,16/9/2015,21.05,29.9,4.7,0.0
8.298055999999999,77.55583,17/9/2015,29.45,28.8,7.8,0.0
8.298055999999999,77.55583,18/9/2015,27.6,28.8,7.8,0.0
8.298055999999999,77.55583,19/9/2015,27.25,29.4,7.2,0.0
8.298055999999999,77.55583,20/9/2015,26.65,29.1,6.4,0.0
8.298055999999999,77.55583,21/9/2015,27.5,29.5,5.5,0.0
8.298055999999999,77.55583,22/9/2015,29.3,30.8,4.9,0.0
8.298055999999999,77.55583,23/9/2015,23.9,32.3,4.6,0.0
8.298055999999999,77.55583,24/9/2015,28.2,33.6,4.6,0.0
8.298055999999999,77.55583,25/9/2015,25.75,32.1,4.4,0.0
8.298055999999999,77.55583,26/9/2015,28.15,31.5,4.4,0.0
8.298055999999999,77.55583,27/9/2015,26.45,32.4,4.4,0.0
8.298055999999999,77.55583,28/9/2015,26.7,32.3,4.5,0.0
8.298055999999999,77.55583,29/9/2015,20.1,32.8,4.4,0.0
8.298055999999999,77.55583,30/9/2015,24.55,31.3,4.3,0.0
8.298055999999999,77.55583,1/10/2015,24.35,30.6,4.3,0.0
8.298055999999999,77.55583,2/10/2015,20.6,30.0,4.3,0.0
8.298055999999999,77.55583,3/10/2015,27.05,29.0,4.4,0.0
8.298055999999999,77.55583,4/10/2015,31.6,29.4,4.4,0.0
8.298055999999999,77.55583,5/10/2015,28.45,29.8,4.4,0.0
8.298055999999999,77.55583,8/10/2015,27.65,31.4,4.3,0.0
8.298055999999999,77.55583,10/10/2015,30.45,28.2,8.3,0.0
8.298055999999999,77.55583,11/10/2015,31.65,29.6,7.7,0.0
8.298055999999999,77.55583,12/10/2015,32.4,29.9,7.5,0.0
8.298055999999999,77.55583,13/10/2015,24.85,30.8,7.2,0.0
8.298055999999999,77.55583,14/10/2015,26.75,30.9,6.9,0.0
8.298055999999999,77.55583,15/10/2015,27.05,29.9,6.7,0.0
8.298055999999999,77.55583,16/10/2015,23.95,29.6,6.5,0.0
8.298055999999999,77.55583,17/10/2015,26.25,29.7,6.1,0.0
8.298055999999999,77.55583,18/10/2015,26.95,30.1,5.8,0.0
8.298055999999999,77.55583,19/10/2015,25.15,29.3,9.3,0.0
8.298055999999999,77.55583,20/10/2015,23.9,29.3,8.9,0.0
8.298055999999999,77.55583,21/10/2015,20.35,29.4,8.6,0.0
8.298055999999999,77.55583,22/10/2015,19.1,29.1,8.4,0.0
8.298055999999999,77.55583,23/10/2015,15.8,29.1,8.2,0.0
8.298055999999999,77.55583,24/10/2015,28.85,28.8,7.9,0.0
8.298055999999999,77.55583,25/10/2015,27.9,29.0,7.6,0.0
8.298055999999999,77.55583,26/10/2015,18.0,28.5,9.1,0.0
8.298055999999999,77.55583,27/10/2015,24.35,28.4,8.6,0.0
8.298055999999999,77.55583,28/10/2015,26.05,28.8,8.3,0.0
8.298055999999999,77.55583,29/10/2015,19.15,28.8,8.0,0.0
8.298055999999999,77.55583,30/10/2015,30.05,29.0,7.7,0.0
13.621110999999999,80.22694399999999,15/6/2012,29.15,35.8,0.0,1.0
13.621110999999999,80.22694399999999,16/6/2012,30.6,37.3,0.0,1.0
13.621110999999999,80.22694399999999,17/6/2012,29.95,36.7,0.0,1.0
13.621110999999999,80.22694399999999,18/6/2012,26.55,33.5,0.0,3.0
13.621110999999999,80.22694399999999,19/6/2012,27.75,31.6,0.0,3.0
13.621110999999999,80.22694399999999,20/6/2012,27.25,33.7,0.0,3.0
13.621110999999999,80.22694399999999,21/6/2012,28.0,35.1,0.0,3.0
13.621110999999999,80.22694399999999,22/6/2012,29.8,35.1,0.0,3.0
13.621110999999999,80.22694399999999,28/6/2012,33.3,39.9,0.0,4.0
13.621110999999999,80.22694399999999,29/6/2012,28.75,33.9,0.0,4.0
13.621110999999999,80.22694399999999,30/6/2012,28.85,33.7,0.0,4.0
13.621110999999999,80.22694399999999,1/7/2012,25.25,35.1,0.0,6.0
13.621110999999999,80.22694399999999,2/7/2012,26.75,32.0,0.0,6.0
13.621110999999999,80.22694399999999,3/7/2012,29.25,30.5,0.0,0.0
13.621110999999999,80.22694399999999,8/7/2012,32.75,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,11/7/2012,-0.6,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,16/7/2012,27.6,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,1/8/2012,33.1,34.0,0.0,0.0
13.621110999999999,80.22694399999999,5/8/2012,31.7,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,6/8/2012,31.75,31.3,0.0,0.0
13.621110999999999,80.22694399999999,13/8/2012,32.75,32.6,0.0,0.0
13.621110999999999,80.22694399999999,15/8/2012,32.3,33.5,0.0,0.0
13.621110999999999,80.22694399999999,17/8/2012,33.6,33.4,0.0,0.0
13.621110999999999,80.22694399999999,18/8/2012,34.9,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,19/8/2012,32.85,33.8,0.0,0.0
13.621110999999999,80.22694399999999,21/8/2012,33.25,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,22/8/2012,32.0,38.0,0.0,0.0
13.621110999999999,80.22694399999999,23/8/2012,32.15,34.0,0.0,0.0
13.621110999999999,80.22694399999999,24/8/2012,33.6,34.3,0.0,0.0
13.621110999999999,80.22694399999999,25/8/2012,34.4,36.1,0.0,0.0
13.621110999999999,80.22694399999999,26/8/2012,31.3,33.8,0.0,0.0
13.621110999999999,80.22694399999999,28/8/2012,29.6,32.2,0.0,0.0
13.621110999999999,80.22694399999999,29/8/2012,31.85,32.9,0.0,0.0
13.621110999999999,80.22694399999999,31/8/2012,30.85,32.6,0.0,0.0
13.621110999999999,80.22694399999999,2/9/2012,33.35,33.6,0.0,0.0
13.621110999999999,80.22694399999999,5/9/2012,29.45,31.3,0.0,0.0
13.621110999999999,80.22694399999999,6/9/2012,30.75,32.6,0.0,0.0
13.621110999999999,80.22694399999999,9/9/2012,30.5,30.0,0.0,0.0
13.621110999999999,80.22694399999999,10/9/2012,31.85,29.9,0.0,0.0
13.621110999999999,80.22694399999999,12/9/2012,32.85,33.4,0.0,0.0
13.621110999999999,80.22694399999999,13/9/2012,32.2,32.4,0.0,0.0
13.621110999999999,80.22694399999999,15/9/2012,32.05,33.2,0.0,0.0
13.621110999999999,80.22694399999999,16/9/2012,35.7,37.1,0.0,0.0
13.621110999999999,80.22694399999999,17/9/2012,35.8,35.8,0.0,0.0
13.621110999999999,80.22694399999999,18/9/2012,35.35,35.3,0.0,0.0
13.621110999999999,80.22694399999999,21/9/2012,29.7,33.5,0.0,0.0
13.621110999999999,80.22694399999999,22/9/2012,31.9,33.4,0.0,0.0
13.621110999999999,80.22694399999999,23/9/2012,35.25,35.3,0.0,0.0
13.621110999999999,80.22694399999999,24/9/2012,31.65,33.9,0.0,0.0
13.621110999999999,80.22694399999999,27/9/2012,30.7,31.5,0.0,0.0
13.621110999999999,80.22694399999999,2/10/2012,33.15,32.5,0.0,0.0
13.621110999999999,80.22694399999999,3/10/2012,30.3,29.8,0.0,0.0
13.621110999999999,80.22694399999999,5/10/2012,31.25,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,9/10/2012,31.6,32.6,0.0,0.0
13.621110999999999,80.22694399999999,28/10/2012,31.15,-40.0,0.0,0.0
13.621110999999999,80.22694399999999,6/11/2012,29.3,29.5,0.0,0.0
13.621110999999999,80.22694399999999,17/2/2013,27.75,28.2,0.0,0.0
13.621110999999999,80.22694399999999,19/2/2013,29.2,29.5,0.0,0.0
13.621110999999999,80.22694399999999,20/2/2013,29.0,29.1,0.0,0.0
13.621110999999999,80.22694399999999,21/2/2013,29.85,30.3,0.0,0.0
13.621110999999999,80.22694399999999,22/2/2013,28.7,28.8,0.0,0.0
13.621110999999999,80.22694399999999,23/2/2013,-39.15,28.7,0.0,0.0
